Accesion,Length,Hit_identity,Hit_score,E-value,Definition,EC number
KAF0116853,958,723,1542.32,0,formate dehydrogenase alpha subunit [Rhodobacteraceae bacterium],1.17.1.9
WP_028029293,963,737,1542.32,0,formate dehydrogenase subunit alpha [Gemmobacter nectariphilus],1.17.1.9
WP_092890358,963,732,1542.32,0,formate dehydrogenase subunit alpha [Roseicitreum antarcticum] >emb|SDX33623.1| formate dehydrogenase alpha subunit [Roseicitreum antarcticum],1.17.1.9
NJS40652,958,720,1542.32,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_127906927,974,742,1542.32,0,formate dehydrogenase subunit alpha [Mesobaculum littorinae] >gb|RVV97331.1| formate dehydrogenase subunit alpha [Mesobaculum littorinae],1.17.1.9
MBQ0748910,964,735,1541.94,0,formate dehydrogenase subunit alpha [Roseovarius sp.] >gb|MBQ0809886.1| formate dehydrogenase subunit alpha [Roseovarius sp.],1.17.1.9
WP_068303464,961,725,1541.94,0,formate dehydrogenase subunit alpha [Pararhodobacter sp. CCB-MM2],1.17.1.9
WP_180573675,959,728,1541.94,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >dbj|BCH57982.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
MCA0203891,960,732,1541.94,0,formate dehydrogenase subunit alpha [Proteobacteria bacterium],1.17.1.9
MBY0350620,958,726,1541.94,0,formate dehydrogenase subunit alpha [Tabrizicola sp.],1.17.1.9
WP_161766062,959,728,1541.55,0,formate dehydrogenase subunit alpha [Rhodobacter sp. CCP-1] >gb|NBE07123.1| formate dehydrogenase subunit alpha [Rhodobacter sp. CCP-1],1.17.1.9
WP_054005416,963,724,1541.55,0,formate dehydrogenase subunit alpha [Cypionkella psychrotolerans],1.17.1.9
WP_099306369,956,738,1541.55,0,formate dehydrogenase subunit alpha [Zhengella mangrovi] >gb|PHP67049.1| formate dehydrogenase subunit alpha [Zhengella mangrovi],1.17.1.9
WP_042244454,975,738,1541.17,0,formate dehydrogenase subunit alpha [Paracoccus sp. PAMC 22219],1.17.1.9
WP_054539203,957,740,1541.17,0,MULTISPECIES: formate dehydrogenase subunit alpha [Actibacterium] >gb|ALG90635.1| formate dehydrogenase [Actibacterium sp. EMB200-NS6] >gb|MBB4023186.1| formate dehydrogenase major subunit [Actibacterium naphthalenivorans],1.17.1.9
WP_123643788,959,739,1541.17,0,formate dehydrogenase subunit alpha [Histidinibacterium lentulum] >gb|ROT97781.1| formate dehydrogenase subunit alpha [Histidinibacterium lentulum],1.17.1.9
MBB4301339,965,731,1541.17,0,formate dehydrogenase major subunit [Rhodobium orientis] >gb|MBK5951073.1| formate dehydrogenase subunit alpha [Rhodobium orientis] >gb|RAI26862.1| formate dehydrogenase subunit alpha [Rhodobium orientis],1.17.1.9
WP_121094265,969,727,1540.78,0,formate dehydrogenase subunit alpha [Roseibaca ekhonensis] >emb|SUZ31806.1| Putative formate dehydrogenase [Roseibaca ekhonensis],1.17.1.9
MBN2759332,968,730,1540.78,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_149124934,958,731,1540.78,0,formate dehydrogenase subunit alpha [Rhodobacter sp. SYSU G02214],1.17.1.9
WP_132545174,956,736,1540.78,0,formate dehydrogenase subunit alpha [Rhodovulum euryhalinum] >gb|TCO70508.1| formate dehydrogenase alpha subunit [Rhodovulum euryhalinum],1.17.1.9
MBL9049027,958,726,1540.78,0,formate dehydrogenase subunit alpha [Tabrizicola sp.],1.17.1.9
WP_202659768,958,726,1540.4,0,formate dehydrogenase subunit alpha [Fuscibacter oryzae] >gb|MBL4928226.1| formate dehydrogenase subunit alpha [Fuscibacter oryzae],1.17.1.9
WP_224815152,969,727,1540.4,0,formate dehydrogenase subunit alpha [Hasllibacter sp. MH4015],1.17.1.9
WP_071202948,959,729,1540.4,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUO90688.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUZ52563.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUZ92250.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA41672.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|NSX97495.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_225297934,961,725,1540.4,0,formate dehydrogenase subunit alpha [Cereibacter sphaeroides] >gb|MCA2012753.1| formate dehydrogenase subunit alpha [Cereibacter sphaeroides],1.17.1.9
WP_146286673,963,725,1540.01,0,formate dehydrogenase subunit alpha [Gemmobacter aquaticus] >dbj|GGO32255.1| formate dehydrogenase subunit alpha [Gemmobacter aquaticus],1.17.1.9
MBF9041776,977,731,1540.01,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium HKCCE4037],1.17.1.9
WP_109468554,972,736,1540.01,0,formate dehydrogenase subunit alpha [Albibacillus kandeliae],1.17.1.9
WP_222503216,965,735,1540.01,0,formate dehydrogenase subunit alpha [Leisingera daeponensis] >gb|MBY6055962.1| formate dehydrogenase subunit alpha [Leisingera daeponensis],1.17.1.9
WP_222602113,973,730,1540.01,0,formate dehydrogenase subunit alpha [Salipiger bermudensis] >gb|MBY6002781.1| formate dehydrogenase subunit alpha [Salipiger bermudensis],1.17.1.9
WP_156538289,959,729,1540.01,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MBF2718002.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA21747.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_072244339,968,734,1540.01,0,formate dehydrogenase subunit alpha [Roseibaca calidilacus] >gb|KPP92259.1| cytoplasmic NAD-dependent formate dehydrogenase alpha subunit FdsA [Roseibaca calidilacus] >emb|CUX79553.1| formate dehydrogenase alpha subunit [Roseibaca calidilacus],1.17.1.9
WP_107753091,960,734,1539.63,0,formate dehydrogenase subunit alpha [Pararhodobacter aggregans] >gb|PTX00706.1| formate dehydrogenase alpha subunit [Pararhodobacter aggregans] >gb|PVE46244.1| formate dehydrogenase subunit alpha [Pararhodobacter aggregans],1.17.1.9
WP_139079845,974,741,1539.63,0,formate dehydrogenase subunit alpha [Rubellimicrobium roseum] >gb|TNC74851.1| formate dehydrogenase subunit alpha [Rubellimicrobium roseum],1.17.1.9
WP_156531807,959,727,1539.63,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUZ61896.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_050519719,966,726,1539.63,0,formate dehydrogenase subunit alpha [Pseudorhodobacter antarcticus] >emb|SEN48576.1| formate dehydrogenase alpha subunit [Pseudorhodobacter antarcticus],1.17.1.9
WP_127901982,972,741,1539.24,0,formate dehydrogenase subunit alpha [Solirhodobacter olei],1.17.1.9
WP_222187946,966,735,1539.24,0,formate dehydrogenase subunit alpha [Maritalea mobilis] >gb|MBY6200616.1| formate dehydrogenase subunit alpha [Maritalea mobilis],1.17.1.9
WP_137109477,958,723,1539.24,0,formate dehydrogenase subunit alpha [Rhodobacter sp. SY28-1],1.17.1.9
WP_037208028,957,738,1539.24,0,formate dehydrogenase subunit alpha [Rhodovulum sp. NI22] >gb|KGB82026.1| formate dehydrogenase [Rhodovulum sp. NI22],1.17.1.9
WP_007426050,964,743,1538.86,0,formate dehydrogenase subunit alpha [Oceaniovalibus guishaninsula] >gb|EKE44862.1| NAD-dependent formate dehydrogenase, alpha subunit [Oceaniovalibus guishaninsula JLT2003],1.17.1.9
WP_224859917,973,731,1538.86,0,formate dehydrogenase subunit alpha [Salipiger bermudensis] >gb|MCA0964818.1| formate dehydrogenase subunit alpha [Salipiger bermudensis],1.17.1.9
WP_018065251,957,728,1538.86,0,formate dehydrogenase subunit alpha [Martelella mediterranea] >gb|AQZ50688.1| Putative formate dehydrogenase [Martelella mediterranea DSM 17316],1.17.1.9
WP_183470870,983,734,1538.86,0,formate dehydrogenase subunit alpha [Limimaricola variabilis] >gb|MBB3711648.1| formate dehydrogenase major subunit [Limimaricola variabilis],1.17.1.9
WP_071674691,966,727,1538.47,0,formate dehydrogenase subunit alpha [Nioella nitratireducens],1.17.1.9
WP_017928187,983,734,1538.47,0,formate dehydrogenase subunit alpha [Limimaricola hongkongensis] >gb|EYD72247.1| NAD-dependent formate dehydrogenase alpha subunit [Limimaricola hongkongensis DSM 17492],1.17.1.9
WP_201241010,953,730,1538.47,0,formate dehydrogenase subunit alpha [Rhodobium orientis],1.17.1.9
WP_222476767,977,728,1538.09,0,formate dehydrogenase subunit alpha [Ferrimonas balearica] >gb|MBY5972107.1| formate dehydrogenase subunit alpha [Ferrimonas balearica],1.17.1.9
WP_156554883,959,729,1538.09,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA72485.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_226548880,974,738,1538.09,0,formate dehydrogenase subunit alpha [Celeribacter naphthalenivorans],1.17.1.9
WP_087729378,959,728,1537.7,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|NSZ44088.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|NTA27836.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|OVE93572.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_070152943,959,726,1537.7,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUO69616.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUO83100.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA37617.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
QYK42140,964,738,1537.7,0,MAG: formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
MBL4542953,958,742,1537.7,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_156591996,959,726,1537.7,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA58029.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_103257225,963,724,1537.7,0,formate dehydrogenase subunit alpha [Tabrizicola aquatica],1.17.1.9
WP_011455679,973,726,1537.7,0,formate dehydrogenase subunit alpha [Jannaschia sp. CCS1] >gb|ABD55475.1| formate dehydrogenase alpha subunit [Jannaschia sp. CCS1],1.17.1.9
WP_180638914,959,726,1537.32,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >dbj|BCH52521.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_156617573,959,727,1537.32,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA50050.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|NTA33049.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_103334548,959,737,1537.32,0,formate dehydrogenase subunit alpha [Tabrizicola sp. XJSP],1.17.1.9
WP_100164772,972,727,1537.32,0,formate dehydrogenase subunit alpha [Pseudooceanicola lipolyticus] >gb|PJE34203.1| formate dehydrogenase subunit alpha [Pseudooceanicola lipolyticus],1.17.1.9
WP_222508108,965,734,1536.93,0,formate dehydrogenase subunit alpha [Leisingera daeponensis] >gb|MBY6139581.1| formate dehydrogenase subunit alpha [Leisingera daeponensis],1.17.1.9
WP_060718657,959,727,1536.55,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|KAA3516892.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|KAA3529657.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUZ97478.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA28060.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|NOJ36143.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_218391866,975,731,1536.55,0,formate dehydrogenase subunit alpha [Maritimibacter sp. DP4N28-5] >gb|MBV7378679.1| formate dehydrogenase subunit alpha [Maritimibacter sp. DP4N28-5],1.17.1.9
WP_007796970,973,729,1536.16,0,formate dehydrogenase subunit alpha [Salipiger bermudensis] >gb|EAU45285.1| NAD-dependent formate dehydrogenase, alpha subunit [Salipiger bermudensis HTCC2601],1.17.1.9
WP_224888461,973,728,1536.16,0,formate dehydrogenase subunit alpha [Salipiger bermudensis] >gb|MCA1288183.1| formate dehydrogenase subunit alpha [Salipiger bermudensis],1.17.1.9
MBC7737454,958,722,1536.16,0,formate dehydrogenase subunit alpha [Candidatus Saccharibacteria bacterium],1.17.1.9
WP_156614330,959,725,1536.16,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUZ72601.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_150282219,973,740,1535.78,0,formate dehydrogenase subunit alpha [Salipiger aestuarii] >gb|KAA8606228.1| formate dehydrogenase [Salipiger aestuarii] >gb|KAA8609154.1| formate dehydrogenase [Salipiger aestuarii],1.17.1.9
WP_174096835,959,726,1535.78,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|NSZ51048.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_085895577,983,733,1535.78,0,formate dehydrogenase subunit alpha [Limimaricola soesokkakensis] >gb|PSK87632.1| formate dehydrogenase alpha subunit [Limimaricola soesokkakensis] >emb|SLN32056.1| Putative formate dehydrogenase [Limimaricola soesokkakensis],1.17.1.9
WP_137195275,965,728,1535.78,0,formate dehydrogenase subunit alpha [Pseudorhodobacter turbinis] >gb|QCO57481.1| formate dehydrogenase subunit alpha [Pseudorhodobacter turbinis],1.17.1.9
WP_085888523,977,726,1535.39,0,formate dehydrogenase subunit alpha [Pseudooceanicola marinus] >gb|PJE28523.1| formate dehydrogenase subunit alpha [Pseudooceanicola marinus] >emb|SLN50777.1| Putative formate dehydrogenase [Pseudooceanicola marinus],1.17.1.9
WP_151719548,963,729,1535.39,0,formate dehydrogenase subunit alpha [Gemmobacter serpentinus],1.17.1.9
WP_156632488,959,727,1535.39,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA25512.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_224897114,977,726,1535.39,0,formate dehydrogenase subunit alpha [Pseudooceanicola marinus] >gb|MCA1335211.1| formate dehydrogenase subunit alpha [Pseudooceanicola marinus],1.17.1.9
WP_024088616,965,733,1535.39,0,formate dehydrogenase subunit alpha [Leisingera methylohalidivorans] >gb|AHC99555.1| formate dehydrogenase subunit alpha [Leisingera methylohalidivorans DSM 14336],1.17.1.9
WP_057815137,964,728,1535.39,0,formate dehydrogenase subunit alpha [Roseovarius indicus] >gb|KRS18113.1| formate dehydrogenase [Roseovarius indicus] >gb|QEW27074.1| Putative formate dehydrogenase [Roseovarius indicus] >emb|SFD54613.1| formate dehydrogenase alpha subunit [Roseovarius indicus],1.17.1.9
WP_149788561,965,732,1535.01,0,formate dehydrogenase subunit alpha [Lutimaribacter pacificus] >emb|SDO29553.1| formate dehydrogenase major subunit [Lutimaribacter pacificus] >emb|SHK23134.1| formate dehydrogenase alpha subunit [Lutimaribacter pacificus],1.17.1.9
WP_164613576,959,735,1535.01,0,formate dehydrogenase subunit alpha [Rhodobacter sp. ETT8] >gb|NEX47646.1| formate dehydrogenase subunit alpha [Rhodobacter sp. ETT8],1.17.1.9
EIE52795,973,740,1535.01,0,formate dehydrogenase, alpha subunit [Citreicella sp. 357],1.17.1.9
WP_156547996,959,726,1535.01,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUZ58007.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA67553.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA86887.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_049834132,962,728,1535.01,0,formate dehydrogenase subunit alpha [Octadecabacter temperatus] >gb|AKS45772.1| Putative formate dehydrogenase [Octadecabacter temperatus] >emb|SIO00176.1| formate dehydrogenase alpha subunit [Octadecabacter temperatus],1.17.1.9
WP_156541455,959,726,1535.01,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA80205.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
MAS04364,958,727,1535.01,0,formate dehydrogenase subunit alpha [Ahrensia sp.],1.17.1.9
WP_108221992,960,747,1535.01,0,MULTISPECIES: formate dehydrogenase subunit alpha [Cereibacter] >gb|AXQ94770.1| formate dehydrogenase subunit alpha [Cereibacter sphaeroides] >gb|MBO4170372.1| formate dehydrogenase subunit alpha [Cereibacter azotoformans] >gb|PTR14069.1| formate dehydrogenase alpha subunit [Cereibacter azotoformans],1.17.1.9
WP_066809930,959,736,1534.62,0,formate dehydrogenase subunit alpha [Defluviimonas alba] >gb|AMY68083.1| NAD-dependent formate dehydrogenase, alpha subunit [Defluviimonas alba],1.17.1.9
PIE11081,959,738,1534.62,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium],1.17.1.9
WP_118149664,959,735,1534.62,0,formate dehydrogenase subunit alpha [Tabrizicola sp. DJC] >gb|RGP38931.1| formate dehydrogenase subunit alpha [Tabrizicola sp. DJC],1.17.1.9
WP_180606829,959,726,1534.62,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >dbj|BCH64211.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_136685160,958,722,1534.62,0,formate dehydrogenase subunit alpha [Rhodobacter xinxiangensis],1.17.1.9
WP_015917374,959,725,1534.24,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|ACM37963.1| formate dehydrogenase, alpha subunit [Agrobacterium vitis S4] >gb|MUO28973.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUO43339.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUP09943.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA46365.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_085816079,964,723,1534.24,0,formate dehydrogenase subunit alpha [Roseovarius halotolerans] >gb|RKT34993.1| formate dehydrogenase alpha subunit [Roseovarius halotolerans] >emb|SLN15538.1| Putative formate dehydrogenase [Roseovarius halotolerans],1.17.1.9
WP_172328760,972,728,1534.24,0,formate dehydrogenase subunit alpha [Mangrovicoccus sp. HB161399],1.17.1.9
WP_096806726,974,734,1534.24,0,formate dehydrogenase subunit alpha [Celeribacter ethanolicus] >gb|ATG49154.1| formate dehydrogenase subunit alpha [Celeribacter ethanolicus],1.17.1.9
WP_207077329,973,729,1534.24,0,formate dehydrogenase subunit alpha [Salipiger bermudensis] >gb|MBN9678302.1| formate dehydrogenase subunit alpha [Salipiger bermudensis],1.17.1.9
WP_015499372,962,723,1534.24,0,formate dehydrogenase subunit alpha [Octadecabacter antarcticus] >gb|AGI67340.1| formate dehydrogenase Fdh [Octadecabacter antarcticus 307],1.17.1.9
NVK33496,955,730,1534.24,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_111550995,973,739,1534.24,0,formate dehydrogenase subunit alpha [Salipiger aestuarii] >gb|KAB2540893.1| formate dehydrogenase [Salipiger aestuarii] >gb|RAK12400.1| formate dehydrogenase major subunit [Salipiger aestuarii],1.17.1.9
WP_149739179,960,735,1533.85,0,formate dehydrogenase subunit alpha [Rhizobium sp. RU20A] >emb|SIQ91074.1| formate dehydrogenase alpha subunit [Rhizobium sp. RU20A],1.17.1.9
WP_009819576,964,721,1533.85,0,formate dehydrogenase subunit alpha [Roseovarius sp. 217] >gb|EAQ23125.1| NAD-dependent formate dehydrogenase, alpha subunit [Roseovarius sp. 217],1.17.1.9
WP_075615810,959,726,1533.85,0,formate dehydrogenase subunit alpha [Rhizobium taibaishanense] >gb|MBB4009228.1| formate dehydrogenase major subunit [Rhizobium taibaishanense] >gb|OLP48498.1| formate dehydrogenase subunit alpha [Rhizobium taibaishanense],1.17.1.9
WP_126701733,959,729,1533.85,0,formate dehydrogenase subunit alpha [Mesorhizobium carbonis] >gb|RST84560.1| formate dehydrogenase subunit alpha [Mesorhizobium carbonis],1.17.1.9
WP_122110918,968,724,1533.85,0,formate dehydrogenase subunit alpha [Paracoccus alkanivorans] >gb|RMC37834.1| formate dehydrogenase subunit alpha [Paracoccus alkanivorans],1.17.1.9
WP_174111972,959,726,1533.47,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|NSZ18073.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|QZO03808.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_058245500,960,732,1533.47,0,formate dehydrogenase subunit alpha [Thalassobius autumnalis] >emb|CUH64366.1| Putative formate dehydrogenase [Thalassobius autumnalis] >emb|CUH74383.1| Putative formate dehydrogenase [Thalassobius autumnalis],1.17.1.9
TYC51291,956,726,1533.47,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium],1.17.1.9
WP_193175106,958,723,1533.08,0,formate dehydrogenase subunit alpha [Oricola sp. NBU1457],1.17.1.9
WP_181761600,955,726,1533.08,0,formate dehydrogenase subunit alpha [Stappia taiwanensis] >gb|MBA4613404.1| formate dehydrogenase subunit alpha [Stappia taiwanensis] >dbj|GGE82288.1| formate dehydrogenase subunit alpha [Stappia taiwanensis],1.17.1.9
WP_209840334,972,739,1533.08,0,formate dehydrogenase subunit alpha [Rubellimicrobium aerolatum] >gb|MBP1806126.1| formate dehydrogenase major subunit [Rubellimicrobium aerolatum],1.17.1.9
WP_210528865,973,737,1533.08,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Rubellimicrobium],1.17.1.9
MBE0555259,963,723,1533.08,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_088651218,974,725,1532.69,0,formate dehydrogenase subunit alpha [Marinibacterium profundimaris] >gb|OWU71631.1| formate dehydrogenase [Marinibacterium profundimaris],1.17.1.9
MCC0081659,961,734,1532.69,0,formate dehydrogenase subunit alpha [Rhodobacter sp.],1.17.1.9
WP_156637915,959,724,1532.69,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA62818.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_219785547,974,736,1532.31,0,formate dehydrogenase subunit alpha [Celeribacter sp. PS-C1] >gb|MBW6418495.1| formate dehydrogenase subunit alpha [Celeribacter sp. PS-C1],1.17.1.9
WP_086449878,961,724,1532.31,0,formate dehydrogenase subunit alpha [Marivivens niveibacter] >gb|OUD10228.1| formate dehydrogenase subunit alpha [Marivivens niveibacter],1.17.1.9
WP_109423424,964,721,1532.31,0,formate dehydrogenase subunit alpha [Maritimibacter sp. 55A14] >gb|PWE34110.1| formate dehydrogenase subunit alpha [Maritimibacter sp. 55A14],1.17.1.9
TNE66772,974,734,1532.31,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_070164330,959,724,1532.31,0,formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUO79548.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUO95929.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUP06675.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MUZ83476.1| formate dehydrogenase subunit alpha [Agrobacterium vitis] >gb|MVA12032.1| formate dehydrogenase subunit alpha [Agrobacterium vitis],1.17.1.9
WP_096786782,960,739,1532.31,0,formate dehydrogenase subunit alpha [Rhodobacter sp. CZR27],1.17.1.9
WP_207102026,968,732,1531.92,0,formate dehydrogenase subunit alpha [Paracoccus sp. wg2],1.17.1.9
WP_223475518,958,725,1531.92,0,formate dehydrogenase subunit alpha [Oricola sp. JL-62],1.17.1.9
WP_168623181,964,740,1531.92,0,formate dehydrogenase subunit alpha [Roseibacterium sp. KMU-115] >gb|NKX44841.1| formate dehydrogenase subunit alpha [Roseibacterium sp. KMU-115],1.17.1.9
MBY4892427,963,723,1531.54,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium N5(2021)],1.17.1.9
WP_085863025,970,727,1531.54,0,formate dehydrogenase subunit alpha [Pseudooctadecabacter jejudonensis] >emb|SLN18131.1| Putative formate dehydrogenase [Pseudooctadecabacter jejudonensis],1.17.1.9
WP_050527937,965,727,1531.54,0,formate dehydrogenase subunit alpha [Pseudorhodobacter aquimaris],1.17.1.9
WP_149077802,958,732,1531.54,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Rhodobacter],1.17.1.9
NBX08817,962,727,1531.54,0,formate dehydrogenase subunit alpha [Marivivens sp.],1.17.1.9
NBQ49496,962,727,1531.54,0,formate dehydrogenase subunit alpha [Marivivens sp.] >gb|NCW67294.1| formate dehydrogenase subunit alpha [Marivivens sp.] >gb|NDH01640.1| formate dehydrogenase subunit alpha [Marivivens sp.],1.17.1.9
WP_025313138,966,732,1531.15,0,formate dehydrogenase subunit alpha [Roseibacterium elongatum] >gb|AHM05490.1| NAD-dependent formate dehydrogenase alpha subunit [Roseibacterium elongatum DSM 19469],1.17.1.9
WP_112315824,956,733,1531.15,0,formate dehydrogenase subunit alpha [Rhodovulum viride] >gb|RAP41562.1| formate dehydrogenase subunit alpha [Rhodovulum viride],1.17.1.9
WP_109424613,964,721,1531.15,0,formate dehydrogenase subunit alpha [Maritimibacter sp. 55A14] >gb|PWE32853.1| formate dehydrogenase subunit alpha [Maritimibacter sp. 55A14],1.17.1.9
WP_192147349,956,727,1530.77,0,formate dehydrogenase subunit alpha [Roseibium litorale] >gb|MBD8891206.1| formate dehydrogenase subunit alpha [Roseibium suaedae],1.17.1.9
WP_093996109,962,725,1530.77,0,formate dehydrogenase subunit alpha [Octadecabacter ascidiaceicola] >emb|SMX38192.1| Putative formate dehydrogenase [Octadecabacter ascidiaceicola],1.17.1.9
WP_202688862,976,738,1530.77,0,formate dehydrogenase subunit alpha [Tabrizicola sp. DMG-N-6] >gb|MBL4917951.1| formate dehydrogenase subunit alpha [Tabrizicola sp. DMG-N-6],1.17.1.9
MBF9060225,970,733,1530.38,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium HKCCSP123],1.17.1.9
MBE0453576,964,728,1530.38,0,formate dehydrogenase subunit alpha [Roseovarius sp.],1.17.1.9
WP_191307196,968,729,1530.38,0,formate dehydrogenase subunit alpha [Paracoccus aerius] >gb|MBL3672483.1| formate dehydrogenase subunit alpha [Paracoccus aerius] >dbj|GHG09888.1| formate dehydrogenase subunit alpha [Paracoccus aerius],1.17.1.9
WP_064257918,964,727,1530.38,0,formate dehydrogenase subunit alpha [Roseovarius indicus] >gb|OAO10468.1| formate dehydrogenase subunit alpha [Roseovarius indicus],1.17.1.9
WP_027260261,978,717,1530.38,0,formate dehydrogenase subunit alpha [Sedimentitalea nanhaiensis] >emb|SFU18813.1| formate dehydrogenase alpha subunit [Sedimentitalea nanhaiensis],1.17.1.9
WP_138466401,972,718,1530.38,0,formate dehydrogenase subunit alpha [Poseidonocella sp. HB161398],1.17.1.9
WP_217844476,975,737,1530,0,formate dehydrogenase subunit alpha [Paracoccus marcusii] >gb|QXI64105.1| Putative formate dehydrogenase [Paracoccus marcusii],1.17.1.9
WP_062219854,953,742,1530,0,formate dehydrogenase subunit alpha [Celeribacter marinus] >gb|ALI56693.1| NAD-dependent formate dehydrogenase alpha subunit [Celeribacter marinus] >emb|SFK63173.1| formate dehydrogenase alpha subunit [Celeribacter marinus],1.17.1.9
RLQ89204,962,732,1530,0,formate dehydrogenase subunit alpha [Notoacmeibacter ruber],1.17.1.9
